Title,STATUS,Coupa Req,PO ID,Cost Total,Coupa Status,Submitted by,GCU Contact,Date Submitted,Business Need,Approval,Licensing Requirements,Licensing Requirements Explain,URL Product,Notes,Product Logo,Primary Approver,Point of Contact,Name of Primary Contact,SME,M365 Replace,Description,Primary IT Contact,Support Department Manager,Who uses this application?,App Status,Purpose,Origin,AppOwnerOrganization,App USE Org,App Owner Department,Name of Software Company,Departments Use the App,Cost Requirements,Cost Requirements Explain,Security Approval,Date of Security Review,URL to Governance System,Business Engagement QA,Business Engagement Notes,Business Engagement Approval,Who Uses,Dept Use-Which Dept,Software Version Initial,Software Version - Today,Support Department,Primary Business Administrator,Date of Launch,Date of Renewal,Department Renewal,Support Details,3rd Party Patching Requirements,3rd Party Vendor Website,Renewal Date,Item Type,Path
Apply,Sam Done,,,,,,,1/5/20,Student Application Website. Supported by Technical Support.,Approved,Unknown,,,,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Appsense,Sam Done,,,,,,,1/6/20,Stores users’ personalized settings and automatically hijacks the Desktop/Documents/Favorites folders.,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Appsense.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Apptus,Sam Done,,,,,,,10/16/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Apptus.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-4",,,,,,,,,,Existing,Procurement,Open Use,GCE,GCE,,Apptus Inc,,Unknown,,Yes,,,,,,,,,,,,10/16/20,10/16/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Apttus,Sam Done,,,,,,,7/10/20,,Approved,Unknown,,,,,,,,,,Jarrod Simmons,,,,Existing,Procurement,Open Use,GCE,GCE,,Apttus Inc,,Unknown,,Yes,,,,,,,,,,,,7/10/20,7/10/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Arbutus,Sam Done,204337,#194282,4875,Ordered,Dena Wingert (GCE),,6/18/21,Data Management,Approved,Unknown,,,Request 1137370,,,,,,,,,,,Existing,,Open Use,GCE,,,Arbutus,,Unknown,,,,,,,,,,,,,,6/18/20,6/18/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
ARCHICAD,Sam Done,,,,,,,9/24/20,Campus Architecture,Approved,Unknown,Cost Associated,,1199601,"{""type"":""thumbnail"",""fileName"":""Archicad.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933",,,,,,,,,,Existing,,Open Use,GCE,,,ArchiCAD,,Unknown,,,,,,,,,,,,,,9/24/20,9/24/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
ArchiCAD Plus,Sam Done,188847,#181325,6300,Ordered,,Melodee Franco,8/5/20,,Approved,Unknown,,,,,,,,,,Elizabeth Guerrero,,,,Existing,Campus Services,Open Use,GCU,GCU,,ArchiCAD,,Unknown,,Yes,,,,,,,,,,,,8/5/20,8/5/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Arduino,Sam Done,,,,,,,7/26/21,"Arduino is an open-source electronics platform based on easy-to-use hardware and software. It's intended for anyone making interactive projects.
",Approved,No,,http://www.arduino.org/,"Recent: 2915 Historic: 503442
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Arkaos MediaMaster Pro,Sam Done,,,,,,,8/6/19,Allows the computer to run like a media server capable of running video shows in sync on multiple servers.,Approved,Unknown,,https://pro.arkaos.com/software/mediamaster-pro,933304,,,,,,,,,,,Existing,,Open Use,GCE,,,Arkaos,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Articulate Story Line 3,Sam Done,,,,,,,2/4/19,Interactive E-Learning,Approved,Unknown,,,Request 910736,"{""type"":""thumbnail"",""fileName"":""Articulate Story Line 3.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/List",,,,,,,,,,Existing,,Open Use,GCE,,,Articulate Global Inc,,Unknown,,,,,,,,,,,,,,2/4/19,2/4/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Articulate Storyline,Sam Done,186187,#178569,27603.75,Ordered,Christopher Sweets (Orbis),,5/20/20,,Approved,Unknown,,,,,,,,,,"Chris Sweets,#Chris Sweets",,,,Existing,Educational Services,Open Use,Orbis,Orbis,,Articulate Global Inc,,Unknown,,Yes,,,,,,,,,,,,5/20/20,5/20/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Articulate Storyline,Sam Done,194225,#185579,2419.52,Ordered,Kevin Witts (GCE),,11/20/20,,Approved,Unknown,,,,,,,,,,"Kevin Witts,#Kevin Witts",,,,Existing,E-Learning Services,Open Use,GCU,GCU,,Software One Inc,,Unknown,,Yes,,,,,,,,,,,,11/20/20,11/20/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Asana,Sam Done,,,,,,,1/8/21,Project Management and Team Collaboration,Approved,Unknown,Cost Associated,,,"{""type"":""thumbnail"",""fileName"":""Asana.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-41",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,1/8/21,1/8/21,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Aspose,Sam Done,188094,#180709,6815.91,Ordered,Vanessa Sanchez (GCE),,7/22/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Aspose.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-4",,,,,,"Vanessa Sanchez,#Vanessa Sanchez",,,,Existing,ITSS,Open Use,GCE,GCE,,SHI International Corp.,,Unknown,,Yes,,,,,,,,,,,,7/22/20,7/22/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Asset Panda,Sam Done,186226,#178822,3459.31,Ordered,,Cienna Hernandez,5/26/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Asset Panda.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c",,,,,,"Cienna Hernandez,#Cienna Hernandez",,,,Existing,Asset Management,Open Use,GCE,GCE,,Asset Panda LLC,,Unknown,,Yes,,,,,,,,,,,,5/26/20,5/26/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Athletics,Sam Done,,,,,,,2/10/20,,Approved,Unknown,,,,,,,,,,"Don Drysdale,#Don Drysdale",,,,Existing,Athletics Management,Open Use,GCU,GCU,,Winthrop Intelligence LLC,,Unknown,,Yes,,,,,,,,,,,,2/10/20,2/10/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Atlassian,Sam Done,,,,,,,5/5/22,"Approved for Azure Admin Consent. 
",Approved,No,,,"Request 185841
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
ATS (Athletic Training Software),Sam Done,,,,,,,8/6/19,Software used to identify sports injuries and info.,Approved,No,,,471090 - Athletics Athletics,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Audacity,Sam Done,,,,,,,8/6/19,"Audio recording softwear, can convert to mp3.",Approved,No,,http://www.audacityteam.org/,685683 -,"{""type"":""thumbnail"",""fileName"":""Audacity.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933",,,,,,,,,,Existing,,Open Use,GCE,,,Muse Group,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Audinate Dante Controller,Sam Done,,,,,,,3/13/18,"Software used to provide real-time network monitoring used to route audio and configure devices on a Dante network. It is installed on Mac computers 
",Approved,No,,https://www.audinate.com/products/software,"Request 760798
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Audinate Dante Virtual Soundcard,Sam Done,,,,,,,3/13/18,"Software used to record, process, and playout up to 64 channels of audio across a Dante Network. It is installed on PC and Mac computers.
",Approved,No,,https://www.audinate.com/products/software,"Request 760798
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Audio Box,Sam Done,,,,,,,9/15/20,Mic/Instrumental Software,Approved,Unknown,,,Request 1188724,,,,,,,,,,,Existing,,Open Use,GCE,,,iCoreTech Inc,,Unknown,,,,,,,,,,,,,,9/15/20,9/15/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Augmented Reality App,Sam Done,184568,"#178764, #178765",2000,Ordered,Zachary Smith (GCE),,5/28/20,,Approved,Unknown,,,,,,,,,,"zachary smith,#zachary smith",,,,Existing,Educational Services,Open Use,GCU,GCU,,Augmented Reality,,Unknown,,Yes,,,,,,,,,,,,5/28/20,5/28/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Auralia Cloud,Sam Done,,,,,,,3/12/20,Music Lab Software,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Auralia Cloud.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962",,,,,,,,,,Existing,,Open Use,GCE,,,Rising Software,,Unknown,,,,,,,,,,,,,,3/12/20,3/12/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
AutoCad,Sam Done,,,,,,,8/6/19,Computer Aided Design.,Approved,No,,,,"{""type"":""thumbnail"",""fileName"":""AutoCad.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-",,,,,,,,,,Existing,,Open Use,GCE,,,Autodesk,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Autodesk Remake,Sam Done,,,,,,,8/6/19,3D Engineering Software,Approved,No,,https://www.autodesk.com/products,576635 - Admissions,,,,,,,,,,,Existing,,Open Use,GCE,,,Autodesk,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
AutoHotKey,Sam Done,,,,,,,8/6/19,"Program that elimantes repititive computer tasks and makes them easier by use of scripting.
",Pending Approval,No,,,"
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Automation Direct Productivity Suite,Sam Done,,,,,,,10/14/21,"This software is used for class ESG-440 for interfacing with the existing PLC hardware.
",Approved,Unknown,,,"77224
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Awareity,Sam Done,193934,#185028,2762,Ordered,,Terry Guerrero,11/5/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Awareity.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933",,,,,,"Terry Guerrero,#Terry Guerrero",,,,Existing,Security Awareness Training,Open Use,GCU,GCU,,"Awareity, Inc",,Unknown,,Yes,,,,,,,,,,,,11/5/20,11/5/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
AXCrypt,Sam Done,,,,,,,2/15/19,Encryption software,Approved,Unknown,,,Request 914669,"{""type"":""thumbnail"",""fileName"":""AXCrypt.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-",,,,,,,,,,Existing,,Open Use,GCE,,,AXCrypt Software,,Unknown,,,,,,,,,,,,,,2/15/19,2/15/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Axis,Sam Done,,,,,,,1/26/22,"This software is used for viewing cameras around campus. 
",Approved,Unknown,,,"133444
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Azure Dev Tools,Sam Done,183222,#175687,499,Ordered,Teresa Bohman,,3/2/20,,Approved,Unknown,,,,,,,,,,"Teresa Bohman,#Teresa Bohman",,,,Existing,Infrastructure,Open Use,GCU,GCU,,Microsoft Online Inc,,Unknown,,Yes,,,,,,,,,,,,3/2/20,3/2/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
B2B CRM (Business 2 Business),Sam Done,,,,,,,1/7/20,This is moving to a Global Policy Mapping. NOC creates and manages these.,Approved,Unknown,,,,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Bamboo Create,Sam Done,,,,,,,4/14/20,To help demonstrate grammar and vocabulary to seminary students,Approved,Unknown,,,Request 1107907,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,4/14/20,4/14/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BarCloud,Sam Done,192052,#185038,29520,Ordered,Chad Troxel (GCE),,11/3/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""BarCloud.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933",,,,,,"Chad Troxel,#Chad Troxel",,,,Existing,Asset Management,Open Use,GCE,GCE,,Touma Inc,,Unknown,,Yes,,,,,,,,,,,,11/3/20,11/3/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BarCloud,Sam Done,,,,,,,1/8/20,BarCloud is used by EndPoint to manage all the inventory and devices.,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""BarCloud.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933",,,,,,,,,,Existing,,Open Use,GCE,,,Touma Inc,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Baselines,Sam Done,187334,#180219,2848,Ordered,Taylor Potter,,7/9/20,,Approved,Unknown,,,,,,,,,,"Taylor Potter,#Taylor Potter",,,,Existing,Health Center,Open Use,GCU,GCU,,Healthy Roster Inc,,Unknown,,Yes,,,,,,,,,,,,7/9/20,7/9/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Baselines,Sam Done,190328,#182405,875,Ordered,Taylor Potter,,8/27/20,,Approved,Unknown,,,,,,,,,,"Taylor Potter,#Taylor Potter",,,,Existing,Sports Management,Open Use,GCU,GCU,,ImPACT Applications Inc,,Unknown,,Yes,,,,,,,,,,,,8/27/20,8/27/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BBVA Net Cash,Sam Done,,,,,,,12/2/20,GCU Investments,Approved,No,,,This was already installed on VP Junette West's computer.,"{""type"":""thumbnail"",""fileName"":""BBVA Net Cash.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962",,,,,,,,,,Existing,,Open Use,GCE,,,BBVA,,Unknown,,,,,,,,,,,,,,12/2/20,12/2/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BetterYou App,Sam Done,186274,#178942,1250,Ordered,,Jessica Defoy,5/29/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""BetterYou App.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962",,,,,,"Jessica Defoy,#Jessica Defoy",,,,Existing,Health Services,Open Use,GCU,GCU,,BetterTime Co,,Unknown,,Yes,,,,,,,,,,,,5/29/20,5/29/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BibleWorks,Sam Done,,,,,,,9/2/21,"Essential tool for teaching and research.
",Approved,Unknown,,,"51762
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Big Blue Button,Sam Done,186197,#178500,4400,Ordered,Adam Parrish (Orbis),,5/20/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Big Blue Button.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e9",,,,,,"Adam Parrish,#Adam Parrish",,,,Existing,Open Source Web Conferencing,Open Use,Orbis,Orbis,,Blindside Networks,,Unknown,,Yes,,,,,,,,,,,,5/20/20,5/20/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BioDigital,Sam Done,187828,#180260,12000,Ordered,Mark Gbur (Orbis),,7/7/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""BioDigital.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c9",,,,,,"Mark Gbur,#Mark Gbur",,,,Existing,Health Management,Open Use,Orbis,Orbis,,BioDigital,,Unknown,,Yes,,,,,,,,,,,,7/7/20,7/7/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Bit Locker,Sam Done,,,,,,,1/9/20,Bit Locker Drive encryption is used to protect GCU assets. Bit locker can engage at any time.,Approved,Unknown,,,,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Bitvise SSH Client,Sam Done,,,,,,,8/6/19,"Connects to the LopeShop. SSH Server is ideal for remote administration of Windows servers; for secure file transfer by organizations using SFTP and SCP; for advanced users who wish to access their home machine from work, or their work machine from home; and for a wide spectrum of advanced tasks, such as securing other applications using SSH TCP/IP tunneling.",Approved,Yes,,https://www.bitvise.com/download-area,,,,,,,,,,,,Existing,,Open Use,GCE,,,Bitvise Limited,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BitWarden,Sam Done,,,,,,,11/3/21,"This software is a password management tool.
",Approved,Unknown,,,"89052
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Black Magic,Sam Done,,,,,,,8/6/19,Recording Instructors debriefing students,Approved,No,,https://support.dartfish.tv/support/solutions/articles/27000046344-blackmagic-desktop-utility-v10-9-7,797210 - Education,,,,,,,,,,,Existing,,Open Use,GCE,,,Dartfish,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BlackBerry Messenger,Sam Done,,,,,,,8/6/19,"Allows messages from a Blackberry on PC
",Pending Approval,No,,https://appworld.blackberry.com/webstore/content/4298/?lang=en,,,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BlackBerry Protect + Optics,Sam Done,187276,#179721,84000,Ordered,Mike Manrod (GCE),,6/25/20,,Approved,Unknown,,,,,,,,,,"Mike Manrod,#Mike Manrod",,,,Existing,IT Security,Open Use,GCE,GCE,,Cylance Inc,,Unknown,,Yes,,,,,,,,,,,,6/25/20,6/25/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Blackboard,Sam Done,180329,#174185,4821.69,Ordered,Adam Parrish (Orbis),,2/3/20,,Approved,Unknown,,,,,,,,,,"Adam Parrish,#Adam Parrish",,,,Existing,Onsite Services,Open Use,GCU,GCU,,Blackboard Inc,,Unknown,,Yes,,,,,,,,,,,,2/3/20,2/3/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BlackMagic Video Desktop,Sam Done,,,,,,,8/6/19,Drivers and software for Desktop Video Hardware,Approved,Unknown,Cost Associated,,216572,,,,,,,,,,,Existing,,Open Use,GCE,,,Dartfish,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Blender 2.8,Sam Done,,,,,,,1/13/20,Adds 3D graphic capability to videos,Approved,Unknown,,,Request 995597,"{""type"":""thumbnail"",""fileName"":""Blender 2.8.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c",,,,,,,,,,Existing,,Open Use,GCE,,,Blender Foundation,,Unknown,,,,,,,,,,,,,,1/13/20,1/13/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Bloomberg Terminal,Sam Done,,,,,,,4/25/22,"For use in instruction of finance classes.
",Approved,Unknown,,,"179820
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Blue Ocean Brain,Sam Done,186261,#178566,2123.33,Ordered,Julie Chaney (GCE),,5/22/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Blue Ocean Brain.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e",,,,,,"Julie Chaney,#Julie Chaney",,,,Existing,Educational Services,Open Use,GCE,GCE,,The Rowing Team LLC,,Unknown,,Yes,,,,,,,,,,,,5/22/20,5/22/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BlueBeam,Sam Done,,,,,,,5/20/21,"Engineering software
",Approved,Yes,,,"1324897
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BobCAD-CAM,Sam Done,,,,,,,8/6/19,Generates codes from CAD models for Engineering Shop for metal work.,Approved,Unknown,Trial Version,http://bobcad.com/free-cad-cam-demo-downloads/?source=,- Engineering,"{""type"":""thumbnail"",""fileName"":""BobCAD-CAM.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c9",,,,,,,,,,Existing,,Open Use,GCE,,,Bobcam,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Box,Sam Done,,,,,,,8/6/19,"Web storage and backup for UDR/ADRs.
",Restricted Approval,Yes,,," - UDR/ADR, Select ATH & Execs Need Gee Approval for anyone other than UDR/ADR [Admins: Liz, Saarah, Chad Troxel] 
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BP Unity,Sam Done,196622,#187729,400,Ordered,Roger Morgan (Orbis),,1/14/21,,Approved,Unknown,,,,,,,,,,"Roger Morgan,#Roger Morgan",,,,Existing,Unity Learning Objects,Open Use,Orbis,Orbis,,Unity,,Unknown,,Yes,,,,,,,,,,,,1/14/21,1/14/21,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
BPO Deem,Sam Done,196983,#187738,47508,Ordered,Jennie Seidler (GCE),,1/12/21,,Approved,Unknown,,,,,,,,,,"Jennie Seidler,#Jennie Seidler",,,,Existing,Travel Booking Software,IT Use,GCE,GCE,,DEEM Inc.,,Unknown,,Yes,,,,,,,,,,,,1/12/21,1/12/21,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
